category,term,definition,context
Section31,hold on,"①待つ（wait） ②持ちこたえる（endure）","Hold on while I transfer your call to the appropriate department."
Section31,hang out,"ぶらぶら過ごす（spend time casually）","He likes to hang out at the coffee shop on weekends."
Section31,drop by,"立ち寄る（visit briefly / stop by）","Feel free to drop by my office if you have any questions."
Section31,pick up,"①…を拾う ②…を車で迎えに行く ③身につける","She picked up basic French during her stay in Paris."
Section31,show up,"現れる、姿を見せる（appear / arrive）","Only half of the invited guests showed up at the event."
Section31,stand out,"目立つ、際立つ（be conspicuous / be prominent）","Her presentation stood out among all the submissions."
Section31,bring about,"…を引き起こす、もたらす（cause / produce）","The reform brought about a dramatic change in the workplace."
Section31,break out,"①勃発する ②脱出する（erupt / escape）","A heated argument broke out during the panel discussion."
Section31,come to,"①合計…になる ②意識を取り戻す","The total cost came to over three million dollars."
Section31,count on,"…を頼りにする（rely on / depend on）","You can always count on her to deliver quality work on time."
Section31,fall behind,"遅れをとる（lag behind / trail）","If you skip too many classes, you will fall behind in the course."
Section31,get over,"…を克服する、回復する（overcome / recover from）","It took him several months to get over the disappointment."
Section31,give in,"屈服する、折れる（yield / surrender）","After hours of negotiation, the management finally gave in."
Section31,hand in,"…を提出する（submit / turn in）","All assignments must be handed in before the end of the semester."
Section31,hold back,"①…を抑える ②ためらう（restrain / hesitate）","She tried to hold back her tears during the farewell speech."
Section31,lay off,"…を一時解雇する（dismiss / let go）","The company laid off two hundred workers during the recession."
Section31,look up to,"…を尊敬する（admire / respect ⇔ look down on）","Many young athletes look up to her as a role model."
Section31,pass away,"亡くなる（die / decease）","The renowned scientist passed away peacefully at the age of ninety."
Section31,pull over,"（車を）路肩に寄せる","The driver pulled over to check the map on his phone."
Section31,run out of,"…を使い果たす（exhaust / deplete）","We are running out of time to finalize the proposal."
Section31,see off,"…を見送る（say goodbye to）","Her family came to the airport to see her off."
Section31,slow down,"速度を落とす、減速する","You should slow down when driving through a residential area."
Section31,speak up,"はっきり話す、意見を述べる（voice one's opinion）","Do not hesitate to speak up if you disagree with the decision."
Section31,tell apart,"…を見分ける、区別する（distinguish / differentiate）","The twins are so similar that it is difficult to tell them apart."
